Proteome ID	Organism	Organism ID	Protein count	BUSCO	CPD	Genome representation (RefSeq)
UP000525714	Mionectes macconnelli (McConnell's flycatcher)	254557	14138	C:76.4%[S:76.1%,D:0.4%],F:5.2%,M:18.4%,n:10844	Close to standard (high value)	full
UP000194280	Hortaea werneckii EXF-2000 (Strain: EXF-2000)	1157616	15464	C:94.8%[S:17.5%,D:77.3%],F:0.8%,M:4.4%,n:3786	Standard	full
UP000583049	Glareola pratincola (Collared pratincole) (Hirundo pratincola)	43316	13760	C:78.8%[S:78.4%,D:0.4%],F:6.3%,M:14.9%,n:8338	Standard	full
UP000053825	Habropoda laboriosa	597456	12781	C:89.9%[S:89.7%,D:0.2%],F:4.1%,M:6%,n:5991	Standard	full
UP000076842	Calocera cornea HHB12733 (Strain: HHB12733)	1353952	13078	C:96.5%[S:95.9%,D:0.6%],F:0.9%,M:2.6%,n:1764	Unknown	full
UP000249464	Microbotryum silenes-dioicae	796604	12674	C:96.7%[S:95%,D:1.6%],F:1.1%,M:2.2%,n:1764	Unknown	full
UP000276215	Choiromyces venosus 120613-1 (Strain: 120613-1)	1336337	17720	C:96%[S:95%,D:1%],F:1.5%,M:2.5%,n:1706	Unknown	full
UP000016923	Ophiostoma piceae (strain UAMH 11346) (Sap stain fungus) (Strain: UAMH 11346)	1262450	8878	C:95.8%[S:95.5%,D:0.3%],F:0.8%,M:3.5%,n:3817	Close to standard (low value)	full
UP000016932	Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis) (Strain: CIRAD86)	383855	13062	C:96.1%[S:96%,D:0.1%],F:2.3%,M:1.6%,n:3786	Standard	full
UP000308199	Phellinidium pouzarii (Strain: DSM 108285)	167371	8697	C:81.1%[S:80.8%,D:0.2%],F:5.1%,M:13.8%,n:2898	Close to standard (low value)	full
UP000001595	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	22878	C:88.2%[S:82.9%,D:5.3%],F:3.8%,M:8%,n:13780	Close to standard (low value)	
UP000309997	Populus alba (White poplar) (Strain: cv. PAL-ZL1)	43335	32718	C:95.9%[S:76.4%,D:19.5%],F:0.7%,M:3.4%,n:2326	Standard	full
UP000092730	Kwoniella bestiolae CBS 10118 (Strain: CBS 10118)	1296100	9131	C:99.5%[S:99.4%,D:0.1%],F:0.4%,M:0.1%,n:4284	Outlier (high value)	full
UP000437017	Balaenoptera physalus (Fin whale) (Balaena physalus)	9770	19643	C:52.3%[S:51.8%,D:0.5%],F:13.9%,M:33.8%,n:13335	Standard	full
UP000532908	Stercorarius parasiticus (Parasitic jaeger) (Arctic skua)	54059	13851	C:78%[S:77.6%,D:0.4%],F:5.9%,M:16.2%,n:8338	Standard	full
UP000504607	Elaeis guineensis var. tenera (Oil palm)	51953	30667	C:98.3%[S:54%,D:44.3%],F:1.2%,M:0.5%,n:3236	Outlier (high value)	full
UP000325081	Striga asiatica (Asiatic witchweed) (Buchnera asiatica) (Strain: cv. UVA1)	4170	33322	C:88%[S:80.7%,D:7.3%],F:2.4%,M:9.6%,n:2326	Standard	full
UP000019473	Cladophialophora yegresii CBS 114405 (Strain: CBS 114405)	1182544	10118	C:98.3%[S:98.2%,D:0.1%],F:1.5%,M:0.3%,n:6265	Close to standard (low value)	full
UP000538515	Sylvia borin (Garden warbler)	73324	13496	C:74%[S:73.8%,D:0.2%],F:5.2%,M:20.8%,n:10844	Standard	full
UP000266723	Brassica cretica (Mustard) (Strain: cv. PFS-1207/04)	69181	30345	C:45.7%[S:42.5%,D:3.2%],F:2.6%,M:51.7%,n:4596	Outlier (high value)	full
UP000515202	Pteropus vampyrus (Large flying fox)	132908	34802	C:94.9%[S:54.3%,D:40.6%],F:2.9%,M:2.2%,n:12234	Standard	full
UP000018201	Eimeria praecox (Strain: Houghton)	51316	7635	C:51.4%[S:51%,D:0.4%],F:11.4%,M:37.3%,n:502	Standard	full
UP000246740	Testicularia cyperi (Strain: MCA 3645)	1882483	7036	C:97.1%[S:95.9%,D:1.2%],F:0.6%,M:2.3%,n:1764	Unknown	full
UP000001568	Ostreococcus lucimarinus (strain CCE9901) (Strain: CCE9901)	436017	7403	C:97.4%[S:94.7%,D:2.8%],F:1.3%,M:1.3%,n:1519	Unknown	full
UP000528690	Anhinga rufa (African darter)	317792	10475	C:44.6%[S:44.4%,D:0.2%],F:11%,M:44.4%,n:8338	Outlier (low value)	full
UP000515203	Octodon degus (Degu) (Sciurus degus)	10160	35465	C:97.5%[S:54%,D:43.5%],F:1.5%,M:1%,n:13798	Standard	full
UP000265703	Glomus cerebriforme (Strain: DAOM 227022)	658196	20972	C:96.4%[S:94.8%,D:1.6%],F:1.5%,M:2.1%,n:1614	Unknown	full
UP000188533	Lentinula edodes (Shiitake mushroom) (Lentinus edodes) (Strain: NBRC 111202)	5353	12046	C:80.8%[S:73.8%,D:7%],F:8.3%,M:10.9%,n:3870	Close to standard (low value)	full
UP000190312	Aspergillus oryzae (Yellow koji mold) (Strain: BCC7051)	5062	11429	C:95.5%[S:95.3%,D:0.3%],F:0.6%,M:3.8%,n:4191	Standard	full
UP000183832	Clunio marinus	568069	22544	C:91.2%[S:85.1%,D:6.1%],F:1.2%,M:7.6%,n:3285	Close to standard (high value)	full
UP000008144	Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)	7719	17309	C:78.7%[S:74.9%,D:3.8%],F:6.4%,M:14.9%,n:954	Unknown	full
UP000053558	Coniophora puteana (strain RWD-64-598) (Brown rot fungus) (Strain: RWD-64-598 SS2)	741705	13735	C:90.2%[S:88.9%,D:1.3%],F:1.4%,M:8.4%,n:4878	Standard	full
UP000276834	Chloebia gouldiae (Gouldian finch) (Erythrura gouldiae)	44316	18274	C:76.8%[S:75.3%,D:1.5%],F:4.9%,M:18.3%,n:10844	Outlier (high value)	full
UP000283634	Trypanosoma rangeli (Strain: AM80)	5698	10070	C:96.2%[S:96.2%,D:0%],F:3.8%,M:0%,n:130	Standard	full
UP000504603	Momordica charantia (Bitter gourd) (Balsam pear) (Strain: cv. OHB3-1)	3673	24040	C:96.9%[S:63.9%,D:32.9%],F:0.9%,M:2.2%,n:2326	Standard	full
UP000540952	Tachuris rubrigastra	495162	14316	C:76.8%[S:76.5%,D:0.3%],F:5.1%,M:18.1%,n:10844	Close to standard (high value)	full
UP000265515	Chara braunii (Braun's stonewort) (Strain: S276)	69332	35576	C:72.2%[S:65.4%,D:6.8%],F:11.5%,M:16.2%,n:425	Unknown	full
UP000193240	Epicoccum nigrum (Soil fungus) (Epicoccum purpurascens) (Strain: ICMP 19927)	105696	12021	C:94.5%[S:94.4%,D:0.1%],F:2%,M:3.5%,n:6641	Standard	full
UP000004997	Brettanomyces bruxellensis AWRI1499 (Strain: AWRI1499)	1124627	4857	C:45.7%[S:45.5%,D:0.1%],F:16.9%,M:37.4%,n:2137	Close to standard (low value)	full
UP000311382	Rhodotorula diobovata (Strain: UCD-FST 08-225)	5288	7905	C:96.4%[S:96%,D:0.4%],F:1.1%,M:2.6%,n:1764	Unknown	full
UP000011185	Trachipleistophora hominis (Microsporidian parasite)	72359	3212	C:83.2%[S:83.2%,D:0%],F:5%,M:11.8%,n:600	Unknown	full
UP000299084	Camelus dromedarius (Dromedary) (Arabian camel)	9838	31080		Close to standard (low value)	full
UP000567570	Aramus guarauna (Limpkin) (Scolopax guarauna)	54356	14274	C:80.1%[S:79.8%,D:0.3%],F:5.9%,M:14%,n:8338	Close to standard (high value)	full
UP000276133	Brachionus plicatilis (Marine rotifer) (Brachionus muelleri)	10195	52387	C:87.8%[S:84.8%,D:3%],F:2.9%,M:9.2%,n:954	Close to standard (high value)	full
UP000078492	Trachymyrmex cornetzi	471704	18657	C:92.1%[S:91.8%,D:0.2%],F:2.1%,M:5.8%,n:5991	Close to standard (high value)	full
UP000244336	Panicum hallii var. hallii (Strain: cv. HAL2)	1504633	38607	C:98.9%[S:77.9%,D:21%],F:0.3%,M:0.7%,n:4896	Outlier (high value)	full
UP000008022	Oryza rufipogon (Brownbeard rice) (Asian wild rice) (Strain: W1943)	4529	45598	C:95.6%[S:71.8%,D:23.8%],F:1.4%,M:2.9%,n:4896	Outlier (high value)	full
UP000278143	Syncephalis pseudoplumigaleata (Strain: Benny S71-1)	1712513	5997	C:52.5%[S:50.7%,D:1.8%],F:14.4%,M:33.1%,n:758	Unknown	full
UP000000267	Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus) (Strain: ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17)	436907	5353	C:95.4%[S:91.9%,D:3.5%],F:1.5%,M:3.1%,n:2137	Standard	full
UP000516988	Steatornis caripensis (Oilbird)	48435	14501	C:78.5%[S:78.1%,D:0.4%],F:6.8%,M:14.6%,n:8338	Close to standard (high value)	full
UP000037751	Malassezia pachydermatis (Strain: CBS 1879)	77020	4201	C:88.1%[S:88.1%,D:0%],F:1.3%,M:10.6%,n:1764	Unknown	full
UP000292795	Monosporascus sp. mg162 (Strain: MG162)	1081914	11877	C:96.1%[S:95.7%,D:0.3%],F:1.4%,M:2.5%,n:3817	Standard	full
UP000537039	Ciconia maguari	52777	13285	C:78.2%[S:77.9%,D:0.3%],F:6.4%,M:15.4%,n:8338	Close to standard (low value)	full
UP000028761	Papio anubis (Olive baboon)	9555	44721	C:96.4%[S:53.3%,D:43.1%],F:0.5%,M:3.1%,n:13780	Standard	full
UP000035682	Strongyloides ratti (Parasitic roundworm) (Strain: ED321)	34506	9956	C:61.4%[S:59.7%,D:1.7%],F:0.8%,M:37.8%,n:3131	Close to standard (low value)	full
UP000593576	Gossypium schwendimanii (Cotton)	34291	35383	C:63.8%[S:58.1%,D:5.6%],F:5.8%,M:30.4%,n:2326	Standard	full
UP000325780	Aspergillus avenaceus (Strain: IBT 18842)	36643	11290	C:97.4%[S:97.1%,D:0.3%],F:0.7%,M:1.8%,n:4191	Standard	full
UP000008141	Chlorella variabilis (Green alga) (Strain: NC64A)	554065	9831	C:92.9%[S:91.9%,D:1%],F:2.6%,M:4.5%,n:1519	Unknown	full
UP000012960	Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis) (Strain: cv. Doubled-haploid Pahang [DH-Pahang])	214687	40347	C:80.5%[S:70.7%,D:9.8%],F:12.8%,M:6.6%,n:3236	Outlier (high value)	full
UP000509704	Zygotorulaspora mrakii (Zygosaccharomyces mrakii) (Strain: NRRL Y-6702)	42260	5020	C:99.5%[S:99.4%,D:0.1%],F:0.3%,M:0.2%,n:2137	Close to standard (low value)	full
UP000009038	Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7) (Strain: ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7)	380704	10949	C:94.7%[S:94.5%,D:0.2%],F:1.3%,M:4%,n:4191	Standard	full
UP000288954	Paroedura picta	143630	26691	C:83.4%[S:82.4%,D:1%],F:6.1%,M:10.5%,n:7480	Unknown	full
UP000245942	Pseudomicrostroma glucosiphilum (Strain: MCA 4718)	1684307	6679	C:91.6%[S:91.4%,D:0.2%],F:1.2%,M:7.2%,n:1764	Unknown	full
UP000585474	Actinidia rufa (Strain: Fuchu)	165716	51685	C:69.6%[S:54.3%,D:15.4%],F:12.1%,M:18.3%,n:2326	Close to standard (high value)	full
UP000028524	Stachybotrys chlorohalonata (strain IBT 40285) (Strain: IBT 40285)	1283841	10676	C:97.6%[S:97.3%,D:0.3%],F:0.4%,M:2%,n:4494	Close to standard (low value)	full
UP000249723	Microbotryum saponariae	289078	10396	C:96.7%[S:95.5%,D:1.1%],F:1.2%,M:2.1%,n:1764	Unknown	full
UP000027080	Phytomonas sp. isolate EM1	134006	6361	C:90%[S:90%,D:0%],F:9.2%,M:0.8%,n:130	Close to standard (low value)	full
UP000015106	Triticum urartu (Red wild einkorn) (Crithodium urartu) (Strain: cv. G1812)	4572	33312	C:75.9%[S:73%,D:2.9%],F:12.2%,M:11.9%,n:4896	Outlier (high value)	full
UP000502089	Coregonus sp. 'balchen'	861768	41641	C:76.7%[S:57.8%,D:18.9%],F:7.7%,M:15.6%,n:3640	Standard	full
UP000054924	Trichinella sp. T8	92180	18039	C:68.9%[S:43.4%,D:25.6%],F:0.4%,M:30.7%,n:3131	Unknown	full
UP000077248	Alternaria alternata (Alternaria rot fungus) (Torula alternata) (Strain: SRC1lrK2f)	5599	13463	C:98.7%[S:98.6%,D:0.1%],F:0.4%,M:0.9%,n:6641	Close to standard (high value)	full
UP000054544	Metarhizium anisopliae BRIP 53293 (Strain: BRIP 53293)	1291518	11404	C:96.9%[S:96.5%,D:0.4%],F:1.3%,M:1.8%,n:4494	Standard	full
UP000504618	Temnothorax curvispinosus	300111	21925	C:94.7%[S:50.2%,D:44.5%],F:2.4%,M:3%,n:5991	Close to standard (high value)	full
UP000029268	Pseudogymnoascus sp. VKM F-4516 (FW-969) (Strain: VKM F-4516 (FW-969))	1420910	9362	C:95.2%[S:95%,D:0.2%],F:1.4%,M:3.4%,n:3234	Standard	full
UP000053593	Gymnopus luxurians FD-317 M1 (Strain: FD-317 M1)	944289	14588	C:45.4%[S:44.5%,D:0.9%],F:0.6%,M:54%,n:3870	Standard	full
UP000587472	Psophia crepitans (common trumpeter)	54359	13853	C:79.7%[S:79.4%,D:0.3%],F:6%,M:14.4%,n:8338	Standard	full
UP000235145	Lactuca sativa (Garden lettuce) (Strain: cv. Salinas)	4236	37927	C:94.4%[S:91.1%,D:3.3%],F:1.3%,M:4.3%,n:2326	Standard	full
UP000186583	Colletotrichum chlorophyti (Strain: NTL11)	708187	10302	C:98.1%[S:98%,D:0.2%],F:0.5%,M:1.4%,n:6841	Close to standard (low value)	full
UP000242287	Amanita thiersii Skay4041 (Strain: SKay4041)	703135	10343	C:97.2%[S:96.7%,D:0.5%],F:1%,M:1.9%,n:3870	Close to standard (low value)	full
UP000320333	Chytriomyces confervae (Strain: CBS 675.73)	246404	10661	C:83.6%[S:68.7%,D:14.9%],F:2.6%,M:13.7%,n:758	Unknown	full
UP000276991	Acanthocheilonema viteae (Filarial nematode worm) (Dipetalonema viteae)	6277	10007	C:85.2%[S:83.8%,D:1.4%],F:4.1%,M:10.7%,n:3131	Close to standard (low value)	full
UP000092666	Kwoniella heveanensis BCC8398 (Strain: BCC8398)	1296120	7924	C:97.8%[S:97.7%,D:0.1%],F:1.4%,M:0.7%,n:4284	Outlier (high value)	full
UP000029965	Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)	60711	19229	C:94%[S:93.1%,D:0.8%],F:2.2%,M:3.9%,n:13780	Close to standard (low value)	full
UP000237144	Rhodotorula taiwanensis (Strain: MD1149)	741276	7012	C:95.1%[S:95%,D:0.1%],F:0.9%,M:4%,n:1764	Unknown	full
UP000245037	Blattella germanica (German cockroach) (Blatta germanica) (Strain: American Cyanamid \ Orlando Normal)	6973	29020	C:84.1%[S:82.1%,D:2%],F:9.7%,M:6.3%,n:1367	Outlier (high value)	full
UP000008784	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora) (Strain: ATCC 24927 / CBS 115.81 / DSM 1491)	756982	11478	C:96.1%[S:95.9%,D:0.2%],F:1.4%,M:2.5%,n:1706	Unknown	full
UP000316621	Papaver somniferum (Opium poppy) (Strain: cv. HN1)	3469	41351	C:86.5%[S:42.4%,D:44.1%],F:3.3%,M:10.2%,n:1614	Outlier (high value)	full
UP000297703	Platysternon megacephalum (big-headed turtle)	55544	21371		Unknown	full
UP000077315	Phycomyces blakesleeanus (strain ATCC 8743b / DSM 1359 / FGSC 10004 / NBRC 33097 / NRRL 1555) (Strain: NRRL 1555(-))	763407	16155	C:92.5%[S:91.4%,D:1.1%],F:3.3%,M:4.1%,n:2449	Unknown	full
UP000233060	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	9531	45022	C:96.3%[S:50.2%,D:46.1%],F:0.4%,M:3.2%,n:13780	Close to standard (high value)	full
UP000053342	Exophiala oligosperma (Strain: CBS 72588)	215243	12793	C:97%[S:89.4%,D:7.5%],F:0.4%,M:2.6%,n:6265	Close to standard (high value)	full
UP000055048	Trichinella murrelli	144512	17983	C:67.4%[S:42%,D:25.4%],F:0.6%,M:31.9%,n:3131	Unknown	full
UP000194236	Euroglyphus maynei (Mayne's house dust mite)	6958	15246	C:72.7%[S:71.5%,D:1.2%],F:16.8%,M:10.5%,n:2934	Unknown	full
UP000293831	Monosporascus sp. MG133 (Strain: MG133)	2211645	11566	C:95.9%[S:95.7%,D:0.3%],F:1.6%,M:2.4%,n:3817	Standard	full
UP000012073	Chondrus crispus (Carrageen Irish moss) (Polymorpha crispa) (Strain: cv. Stackhouse)	2769	9598	C:63.9%[S:62%,D:2%],F:7.5%,M:28.6%,n:255	Unknown	full
UP000051530	Pseudoloma neurophilia (Strain: MK1)	146866	3636	C:65%[S:64.8%,D:0.2%],F:2.7%,M:32.3%,n:600	Unknown	full
UP000094285	Suhomyces tanzawaensis NRRL Y-17324 (Strain: NRRL Y-17324)	984487	5882	C:98.3%[S:98.1%,D:0.2%],F:0.7%,M:1%,n:2137	Close to standard (low value)	full
UP000532545	Bombycilla garrulus (Bohemian waxwing) (Lanius garrulus)	125297	13775	C:73.9%[S:73.6%,D:0.2%],F:5.4%,M:20.8%,n:10844	Standard	full
UP000550142	Spirometra erinaceieuropaei (Tapeworm) (Spirometra erinacei)	99802	27605	C:64.7%[S:58.4%,D:6.3%],F:9.1%,M:26.2%,n:954	Unknown	full
UP000011081	Vavraia culicis (isolate floridensis) (Microsporidian parasite) (Strain: floridensis)	948595	2768	C:96%[S:95.3%,D:0.7%],F:1.8%,M:2.2%,n:600	Unknown	full
UP000002009	Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga) (Strain: RCC299 / NOUM17)	296587	10115	C:98%[S:97.2%,D:0.7%],F:1.1%,M:1%,n:1519	Unknown	full
UP000030673	Plasmodium falciparum (isolate NF54) (Strain: NF54)	5843	5920	C:80%[S:79.2%,D:0.9%],F:5.6%,M:14.4%,n:3642	Standard	full
UP000044602	Verticillium longisporum	100787	20580	C:80.1%[S:39.7%,D:40.4%],F:2.3%,M:17.5%,n:6841	Close to standard (high value)	full
UP000236664	Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai) (Strain: CS10214)	42673	16018	C:98.6%[S:98.1%,D:0.5%],F:1%,M:0.4%,n:4494	Close to standard (high value)	full
UP000308267	Opisthorchis felineus	147828	18330	C:77.7%[S:50.2%,D:27.5%],F:4.1%,M:18.2%,n:954	Unknown	full
UP000033540	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1) (Strain: ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	1403190	8651	C:75.4%[S:75%,D:0.4%],F:0.5%,M:24.1%,n:4191	Close to standard (low value)	full
UP000035740	Beta vulgaris subsp. vulgaris (Beet)	3555	7611	C:18.3%[S:16%,D:2.3%],F:0.8%,M:80.9%,n:2326	Close to standard (low value)	full
UP000308092	Aspergillus tanneri (Strain: NIH1004)	1220188	13554	C:87.4%[S:87%,D:0.4%],F:5.2%,M:7.4%,n:4191	Close to standard (high value)	full
UP000190831	Lachancea fermentati (Zygosaccharomyces fermentati)	4955	5229	C:99.9%[S:99.8%,D:0%],F:0%,M:0.1%,n:2137	Standard	full
UP000515200	Drosophila kikkawai (Fruit fly)	30033	19992	C:99.6%[S:72.5%,D:27.1%],F:0.2%,M:0.2%,n:3285	Standard	full
UP000215902	Macrostomum lignano	282301	43466	C:86.7%[S:6%,D:80.7%],F:3%,M:10.3%,n:954	Unknown	full
UP000001611	Verticillium dahliae (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137) (Verticillium wilt) (Strain: VdLs.17 / ATCC MYA-4575 / FGSC 10137)	498257	10530	C:81%[S:80.7%,D:0.3%],F:2.1%,M:16.9%,n:6841	Close to standard (low value)	full
UP000298787	Collichthys lucidus (Big head croaker) (Sciaena lucida)	240159	27208	C:87.9%[S:67%,D:20.9%],F:3.8%,M:8.2%,n:3640	Standard	full
UP000225277	Ramularia collo-cygni (Strain: URUG2)	112498	11621	C:98.2%[S:97.6%,D:0.6%],F:0.7%,M:1.1%,n:3786	Standard	full
UP000467840	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis) (Strain: cv. GT1)	3981	43024	C:68.1%[S:52.8%,D:15.3%],F:11%,M:20.9%,n:2326	Close to standard (high value)	full
UP000314981	Bos indicus x Bos taurus (Hybrid cattle)	30522	42151	C:95.3%[S:51.2%,D:44.1%],F:0.4%,M:4.3%,n:13335	Close to standard (high value)	full
UP000037923	Leptomonas pyrrhocoris	157538	9272	C:100%[S:83.8%,D:16.2%],F:0%,M:0%,n:130	Close to standard (high value)	full
UP000017836	Amborella trichopoda	13333	27371	C:90.3%[S:88.7%,D:1.7%],F:5.1%,M:4.6%,n:1614	Standard	full
UP000030693	Fonticula alba (Slime mold) (Strain: ATCC 38817)	691883	6244	C:71%[S:68.2%,D:2.7%],F:10.6%,M:18.4%,n:255	Unknown	full
UP000034350	Nosema ceranae (Strain: PA08 1199)	40302	3200	C:97.2%[S:97%,D:0.2%],F:1%,M:1.8%,n:600	Unknown	full
UP000016666	Anas platyrhynchos platyrhynchos (Northern mallard)	8840	27053	C:89.8%[S:56.7%,D:33.1%],F:3.6%,M:6.6%,n:8338	Outlier (high value)	full
UP000189293	fungal sp. No.14919 (Strain: No.14919)	1813822	14332	C:97.1%[S:97.1%,D:0%],F:1.2%,M:1.7%,n:758	Unknown	full
UP000001640	Naumovozyma castellii (strain ATCC 76901 / BCRC 22586 / CBS 4309 / NBRC 1992 / NRRL Y-12630) (Yeast) (Saccharomyces castellii) (Strain: ATCC 76901 / BCRC 22586 / CBS 4309 / NBRC 1992 / NRRL Y-12630)	1064592	5565	C:98.8%[S:96.2%,D:2.6%],F:0.2%,M:1%,n:2137	Close to standard (high value)	full
UP000193689	Pseudomassariella vexata (Strain: CBS 129021)	1141098	12557	C:98%[S:97.6%,D:0.4%],F:0.4%,M:1.6%,n:3817	Standard	full
UP000250235	Dorcoceras hygrometricum (Strain: cv. XS01)	472368	45898	C:69.5%[S:67.1%,D:2.4%],F:4.1%,M:26.4%,n:2326	Standard	full
UP000249056	Monilinia fructigena (Strain: Mfrg269)	38457	10740	C:54.4%[S:53.3%,D:1.2%],F:8.5%,M:37%,n:5177	Standard	full
UP000276864	Hortaea werneckii (Strain: EXF-6651)	91943	16466	C:91.3%[S:25.3%,D:66%],F:4.2%,M:4.5%,n:3786	Close to standard (high value)	full
UP000001294	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei) (Strain: ATCC 18224 / CBS 334.59 / QM 7333)	441960	10448	C:97.6%[S:92.5%,D:5.2%],F:0.3%,M:2.1%,n:4191	Standard	full
UP000008743	Capsaspora owczarzaki (strain ATCC 30864) (Strain: ATCC 30864)	595528	9794	C:93.7%[S:84.7%,D:9%],F:2.4%,M:3.9%,n:255	Unknown	full
UP000009297	Ajellomyces capsulatus (strain NAm1 / WU24) (Darling's disease fungus) (Histoplasma capsulatum) (Strain: NAm1 / WU24)	339724	9252	C:80.8%[S:80.7%,D:0.1%],F:12.4%,M:6.8%,n:4862	Standard	full
UP000062823	Rhodotorula sp. JG-1b (Strain: JG-1b)	1305733	6678	C:94.7%[S:94.5%,D:0.2%],F:1%,M:4.3%,n:1764	Unknown	full
UP000326396	Mikania micrantha	192012	45070	C:85.8%[S:62.3%,D:23.4%],F:3.5%,M:10.7%,n:2326	Close to standard (high value)	full
UP000535705	Pycnonotus jocosus (Red-whiskered bulbul) (Lanius jocosus)	182897	13881	C:71.6%[S:71.4%,D:0.2%],F:6.3%,M:22.2%,n:10844	Close to standard (high value)	full
UP000325440	Cinara cedri	506608	22140	C:95.5%[S:66.4%,D:29%],F:0.2%,M:4.3%,n:2510	Close to standard (high value)	full
UP000008063	Serpula lacrymans var. lacrymans (strain S7.3) (Dry rot fungus) (Strain: strain S7.3)	936435	14339	C:88.7%[S:88.1%,D:0.5%],F:4.4%,M:6.9%,n:4878	Standard	full
UP000291000	Capra hircus (Goat)	9925	32609	C:96.5%[S:57.9%,D:38.6%],F:0.8%,M:2.6%,n:13335	Standard	full
UP000314986	Callorhinchus milii (Ghost shark)	7868	49245	C:90%[S:39.4%,D:50.6%],F:5%,M:4.9%,n:3354	Unknown	full
UP000566454	Prunella himalayana	670356	13876	C:75%[S:74.8%,D:0.2%],F:5.4%,M:19.7%,n:10844	Standard	full
UP000244409	Cadophora sp. DSE1049 (Strain: DSE1049)	1485229	22755	C:97%[S:96.3%,D:0.8%],F:1.7%,M:1.3%,n:5177	Outlier (high value)	full
UP000001072	Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus) (Strain: 98AG31 / pathotype 3-4-7)	747676	16237	C:91.4%[S:89.1%,D:2.3%],F:3.2%,M:5.4%,n:1764	Unknown	full
UP000284375	Valsa sordida (Strain: YSFL)	252740	9818	C:93.7%[S:93.4%,D:0.3%],F:0.7%,M:5.7%,n:3817	Standard	full
UP000076632	Xylona heveae (strain CBS 132557 / TC161) (Strain: TC161)	1328760	8201	C:99.3%[S:99.1%,D:0.2%],F:0.2%,M:0.5%,n:1706	Unknown	full
UP000590623	Cinclus mexicanus (American dipper)	161649	13465	C:66.8%[S:66.6%,D:0.2%],F:6.6%,M:26.6%,n:10844	Close to standard (low value)	full
UP000533954	Eudromia elegans (Elegant crested-tinamou)	8805	13636	C:79.6%[S:79.3%,D:0.3%],F:5.7%,M:14.6%,n:8338	Standard	full
UP000504634	Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis) (Strain: 11010-0011.00,11010-0021.00)	7225	17832	C:99.7%[S:73.1%,D:26.6%],F:0%,M:0.3%,n:3285	Standard	full
UP000534407	Oriolus oriolus (Eurasian golden oriole) (Coracias oriolus)	181099	13920	C:75.7%[S:75.5%,D:0.2%],F:5.3%,M:19%,n:10844	Standard	full
UP000534107	Bucco capensis (collared puffbird)	135168	14383	C:77.6%[S:77.3%,D:0.3%],F:6.2%,M:16.2%,n:8338	Close to standard (high value)	full
UP000286415	Clonorchis sinensis (Chinese liver fluke)	79923	14505	C:63.8%[S:63.2%,D:0.6%],F:8%,M:28.2%,n:954	Unknown	full
UP000307173	[Candida] inconspicua (Strain: CBS 180)	52247	5046	C:91.5%[S:91.4%,D:0.1%],F:1.5%,M:7%,n:2137	Close to standard (low value)	full
UP000003163	Edhazardia aedis (strain USNM 41457) (Microsporidian parasite) (Strain: USNM 41457)	1003232	4189	C:90.7%[S:90%,D:0.7%],F:4.8%,M:4.5%,n:600	Unknown	full
UP000539920	Ploceus nigricollis	441696	13506	C:74.6%[S:74.3%,D:0.3%],F:5.2%,M:20.2%,n:10844	Standard	full
UP000006319	Plasmodium cynomolgi (strain B) (Strain: B)	1120755	5713	C:79.1%[S:79.1%,D:0%],F:11.8%,M:9.1%,n:3642	Standard	full
UP000544127	Upupa epops (Eurasian hoopoe)	57439	13728	C:77.2%[S:76.9%,D:0.3%],F:6.6%,M:16.1%,n:8338	Standard	full
UP000008854	Schistosoma mansoni (Blood fluke) (Strain: Puerto Rican)	6183	14179	C:78.7%[S:63.5%,D:15.2%],F:2.5%,M:18.8%,n:954	Unknown	full
